Interaction,Drug_Name
Orphenadrine,Chlorpromazine
Doxepin,Chlorpromazine
Ethanol,Chlorpromazine
Benzphetamine,Chlorpromazine
Minocycline,Chlorpromazine
Rasagiline,Chlorpromazine
Hydrocodone,Chlorpromazine
Ergotamine,Chlorpromazine
Doxorubicin,Chlorpromazine
Tamoxifen,Chlorpromazine
Rufinamide,Chlorpromazine
Promethazine,Chlorpromazine
Nortriptyline,Chlorpromazine
Lorcaserin,Chlorpromazine
Aripiprazole,Chlorpromazine
Calcium carbonate,Chlorpromazine
Isocarboxazid,Chlorpromazine
Porfimer sodium,Chlorpromazine
Brexpiprazole,Chlorpromazine
Sodium oxybate,Chlorpromazine
Haloperidol,Chlorpromazine
Trazodone,Chlorpromazine
Phenelzine,Chlorpromazine
Trimipramine,Chlorpromazine
Mequitazine,Chlorpromazine
Eluxadoline,Chlorpromazine
Vortioxetine,Chlorpromazine
Paroxetine,Chlorpromazine
Donepezil,Chlorpromazine
Nebivolol,Chlorpromazine
Almotriptan,Chlorpromazine
Rizatriptan,Chlorpromazine
Brimonidine,Chlorpromazine
Cimetropium,Chlorpromazine
Methotrimeprazine,Chlorpromazine
Thiopental,Chlorpromazine
Frovatriptan,Chlorpromazine
Tiotropium,Chlorpromazine
Mifepristone,Chlorpromazine
Mianserin,Chlorpromazine
Dextromethorphan,Chlorpromazine
Tetrabenazine,Chlorpromazine
Ergometrine,Chlorpromazine
Cobicistat,Chlorpromazine
Amisulpride,Chlorpromazine
Hydroxyzine,Chlorpromazine
Milnacipran,Chlorpromazine
Sertraline,Chlorpromazine
Cyclobenzaprine,Chlorpromazine
Lithium cation,Chlorpromazine
Cathinone,Chlorpromazine
Tranylcypromine,Rimantadine
Phenelzine,Rimantadine
Cefdinir,Amikacin
Colistimethate,Amikacin
Etacrynic acid,Amikacin
Cefixime,Amikacin
Cefaclor,Amikacin
Amphotericin B,Amikacin
Mezlocillin,Amikacin
Cefuroxime,Amikacin
Bacampicillin,Amikacin
Clavulanic acid,Amikacin
Pancuronium,Amikacin
Picosulfuric acid,Amikacin
Ketoprofen,Amikacin
Furosemide,Amikacin
Flurbiprofen,Amikacin
Cefprozil,Amikacin
Piroxicam,Amikacin
Benzylpenicillin,Amikacin
Rocuronium,Amikacin
Carbenicillin,Amikacin
Meloxicam,Amikacin
Ibandronate,Amikacin
Meticillin,Amikacin
Ticarcillin,Amikacin
Ceftriaxone,Amikacin
Vecuronium,Amikacin
Cloxacillin,Amikacin
Pivmecillinam,Amikacin
Fenoprofen,Amikacin
Sulindac,Amikacin
Tiludronic acid,Amikacin
Ceftibuten,Amikacin
Colistin,Amikacin
Clodronic acid,Amikacin
Tiaprofenic acid,Amikacin
Azidocillin,Amikacin
Etodolac,Amikacin
Carboplatin,Amikacin
Mecamylamine,Amikacin
Atracurium besylate,Amikacin
Avibactam,Amikacin
Risedronic acid,Amikacin
Cefotaxime,Amikacin
Naproxen,Amikacin
Mefenamic acid,Amikacin
Cefpodoxime,Amikacin
Cisatracurium,Amikacin
Cisplatin,Amikacin
Bumetanide,Amikacin
Diclofenac,Amikacin
Pivampicillin,Amikacin
Ibuprofen,Amikacin
Diflunisal,Amikacin
Dicloxacillin,Amikacin
Tolmetin,Amikacin
Hetacillin,Amikacin
Amdinocillin,Amikacin
Nafcillin,Amikacin
Cefepime,Amikacin
Oxaprozin,Amikacin
Floctafenine,Amikacin
Cefoxitin,Amikacin
Mannitol,Amikacin
Cefotetan,Amikacin
Celecoxib,Amikacin
Alendronic acid,Amikacin
Azlocillin,Amikacin
Vancomycin,Amikacin
Cyclacillin,Amikacin
Amoxicillin,Amikacin
Foscarnet,Amikacin
Oxacillin,Amikacin
Vedolizumab,Lenalidomide
Sipuleucel-T,Lenalidomide
Leflunomide,Lenalidomide
Roflumilast,Lenalidomide
Methoxy polyethylene glycol-epoetin beta,Lenalidomide
Estrone sulfate,Lenalidomide
Tocilizumab,Lenalidomide
Metamizole,Lenalidomide
Canakinumab,Lenalidomide
Denosumab,Lenalidomide
Estradiol,Lenalidomide
Tofacitinib,Lenalidomide
Rilonacept,Lenalidomide
Tacrolimus,Lenalidomide
Abatacept,Lenalidomide
Dexamethasone,Lenalidomide
Certolizumab pegol,Lenalidomide
Ospemifene,Raloxifene
Colesevelam,Raloxifene
Cholestyramine,Raloxifene
Dalteparin,Celecoxib
Hydralazine,Celecoxib
Netilmicin,Celecoxib
Enoxaparin,Celecoxib
Morniflumate,Celecoxib
Fesoterodine,Celecoxib
Probenecid,Celecoxib
Doxorubicin,Celecoxib
Gentamicin,Celecoxib
Fludrocortisone,Celecoxib
Balsalazide,Celecoxib
Phenprocoumon,Celecoxib
Omacetaxine mepesuccinate,Celecoxib
Lumacaftor,Celecoxib
Acetylsalicylic acid,Celecoxib
Aliskiren,Celecoxib
Tobramycin,Celecoxib
Streptomycin,Celecoxib
Floctafenine,Celecoxib
Sulodexide,Celecoxib
Amodiaquine,Celecoxib
Mecamylamine,Celecoxib
Tamoxifen,Celecoxib
Vancomycin,Celecoxib
Unoprostone,Celecoxib
Trichlormethiazide,Celecoxib
Haloperidol,Celecoxib
Dexketoprofen,Celecoxib
Thioridazine,Celecoxib
Tacrolimus,Celecoxib
Colesevelam,Celecoxib
Arbekacin,Celecoxib
Ethyl biscoumacetate,Celecoxib
Ceritinib,Celecoxib
Deferasirox,Celecoxib
Perindopril,Celecoxib
Citric acid,Celecoxib
Eplerenone,Celecoxib
Methotrexate,Celecoxib
Eliglustat,Celecoxib
Nitrous acid,Celecoxib
Acenocoumarol,Celecoxib
Lithium cation,Celecoxib
Aripiprazole,Celecoxib
Edetic acid,Celecoxib
Prilocaine,Celecoxib
Heparin,Celecoxib
Spectinomycin,Celecoxib
Neomycin,Celecoxib
Brexpiprazole,Celecoxib
Fondaparinux,Celecoxib
Phenindione,Celecoxib
Sparfloxacin,Celecoxib
Talniflumate,Celecoxib
Nebivolol,Celecoxib
Ribostamycin,Celecoxib
Propafenone,Celecoxib
Nadolol,Celecoxib
Drospirenone,Celecoxib
Kanamycin,Celecoxib
Dabrafenib,Celecoxib
Warfarin,Celecoxib
Mifepristone,Celecoxib
Porfimer sodium,Celecoxib
Paroxetine,Celecoxib
Pralatrexate,Celecoxib
Quinapril,Brimonidine
Lurasidone,Brimonidine
Tapentadol,Brimonidine
Ethotoin,Brimonidine
Nabilone,Brimonidine
Guanfacine,Brimonidine
Sotalol,Brimonidine
Magnesium sulfate,Brimonidine
Quetiapine,Brimonidine
Olopatadine,Brimonidine
Remifentanil,Brimonidine
Methotrimeprazine,Brimonidine
Tasimelteon,Brimonidine
Midazolam,Brimonidine
Triazolam,Brimonidine
Dihydrocodeine,Brimonidine
Nitrous oxide,Brimonidine
Pimozide,Brimonidine
Carbamazepine,Brimonidine
Mecamylamine,Brimonidine
Amoxapine,Brimonidine
Suvorexant,Brimonidine
Cilazapril,Brimonidine
Thalidomide,Brimonidine
Bisoprolol,Brimonidine
Diazepam,Brimonidine
Moclobemide,Brimonidine
Cyclizine,Brimonidine
Lamotrigine,Brimonidine
Gabapentin enacarbil,Brimonidine
Ziconotide,Brimonidine
Amobarbital,Brimonidine
Amiloride,Brimonidine
Maprotiline,Brimonidine
Clomipramine,Brimonidine
Etacrynic acid,Brimonidine
Perindopril,Brimonidine
Phentolamine,Brimonidine
Clidinium,Brimonidine
Quazepam,Brimonidine
Primidone,Brimonidine
Gabapentin,Brimonidine
Azilsartan medoxomil,Brimonidine
Pindolol,Brimonidine
Bumetanide,Brimonidine
Dantrolene,Brimonidine
Tiagabine,Brimonidine
Oxymorphone,Brimonidine
Ezogabine,Brimonidine
Pizotifen,Brimonidine
Bromazepam,Brimonidine
Entacapone,Brimonidine
Mannitol,Brimonidine
Clofedanol,Brimonidine
Sevoflurane,Brimonidine
Rufinamide,Brimonidine
Oxazepam,Brimonidine
Losartan,Brimonidine
Sufentanil,Brimonidine
Diphenoxylate,Brimonidine
Fluticasone propionate,Brimonidine
Clonazepam,Brimonidine
Methyldopa,Brimonidine
Orphenadrine,Brimonidine
Sodium oxybate,Brimonidine
Benazepril,Brimonidine
Buspirone,Brimonidine
Ramelteon,Brimonidine
Clevidipine,Brimonidine
Hydrochlorothiazide,Brimonidine
Trifluoperazine,Brimonidine
Labetalol,Brimonidine
Flunarizine,Brimonidine
Telmisartan,Brimonidine
Hydroxyzine,Brimonidine
Eprosartan,Brimonidine
Paraldehyde,Brimonidine
Atropine,Brimonidine
Brexpiprazole,Brimonidine
Buprenorphine,Brimonidine
Propofol,Brimonidine
Asenapine,Brimonidine
Tetrabenazine,Brimonidine
Perphenazine,Brimonidine
Ethanol,Brimonidine
Nifedipine,Brimonidine
Risperidone,Brimonidine
Tizanidine,Brimonidine
Enalapril,Brimonidine
Tedizolid phosphate,Brimonidine
Irbesartan,Brimonidine
Rotigotine,Brimonidine
Nalbuphine,Brimonidine
Felbamate,Brimonidine
Isocarboxazid,Brimonidine
Perampanel,Brimonidine
Efavirenz,Brimonidine
Penbutolol,Brimonidine
Zonisamide,Brimonidine
Metaxalone,Brimonidine
Phenoxybenzamine,Brimonidine
Carbinoxamine,Brimonidine
Estazolam,Brimonidine
Phenelzine,Brimonidine
Nadolol,Brimonidine
Pentazocine,Brimonidine
Butobarbital,Brimonidine
Levocetirizine,Brimonidine
Tranylcypromine,Brimonidine
Hydrocodone,Brimonidine
Clonidine,Brimonidine
Nicardipine,Brimonidine
Fexofenadine,Brimonidine
Hydralazine,Brimonidine
Captopril,Brimonidine
Selegiline,Brimonidine
Iobenguane,Brimonidine
Azelastine,Brimonidine
Flupentixol,Brimonidine
Levodopa,Brimonidine
Nebivolol,Brimonidine
Butorphanol,Brimonidine
Aliskiren,Brimonidine
Zaleplon,Brimonidine
Dimenhydrinate,Brimonidine
Oxycodone,Brimonidine
Carvedilol,Brimonidine
Felodipine,Brimonidine
Fosphenytoin,Brimonidine
Rasagiline,Brimonidine
Levorphanol,Brimonidine
Procarbazine,Brimonidine
Propranolol,Brimonidine
Cyclobenzaprine,Brimonidine
Enalaprilat,Brimonidine
Pomalidomide,Brimonidine
Verapamil,Brimonidine
Nitrazepam,Brimonidine
Mianserin,Brimonidine
Levocabastine,Brimonidine
Methsuximide,Brimonidine
Butylscopolamine,Brimonidine
Eplerenone,Brimonidine
Acetylsalicylic acid,Brimonidine
Thiothixene,Brimonidine
Phenobarbital,Brimonidine
Doxepin,Brimonidine
Pipotiazine,Brimonidine
Furosemide,Brimonidine
Fosinopril,Brimonidine
Diphenhydramine,Brimonidine
Ketamine,Brimonidine
Fentanyl,Brimonidine
Minocycline,Brimonidine
Isoflurane,Brimonidine
Brompheniramine,Brimonidine
Desloratadine,Brimonidine
Acebutolol,Brimonidine
Scopolamine,Brimonidine
Flibanserin,Brimonidine
Doxazosin,Brimonidine
Lisinopril,Brimonidine
Metolazone,Brimonidine
Alfentanil,Brimonidine
Iloperidone,Brimonidine
Zopiclone,Brimonidine
Thioridazine,Brimonidine
Nicorandil,Brimonidine
Aripiprazole,Brimonidine
Terazosin,Brimonidine
Indapamide,Brimonidine
Trimipramine,Brimonidine
Trandolapril,Brimonidine
Zuclopenthixol,Brimonidine
Dexchlorpheniramine maleate,Brimonidine
Haloperidol,Brimonidine
Chlorpheniramine,Brimonidine
Hexobarbital,Brimonidine
Nortriptyline,Brimonidine
Desipramine,Brimonidine
Desflurane,Brimonidine
Meclizine,Brimonidine
gamma-Hydroxybutyric acid,Brimonidine
Levetiracetam,Brimonidine
Difenoxin,Brimonidine
Fluphenazine,Brimonidine
Promethazine,Brimonidine
Clorazepic acid,Brimonidine
Moexipril,Brimonidine
Chlorothiazide,Brimonidine
Ethosuximide,Brimonidine
Metyrosine,Brimonidine
Paliperidone,Brimonidine
Heptabarbital,Brimonidine
Linezolid,Brimonidine
Vigabatrin,Brimonidine
Paroxetine,Brimonidine
Candesartan cilexetil,Brimonidine
Stiripentol,Brimonidine
Flurazepam,Brimonidine
Tetracycline,Dicloxacillin
Aripiprazole,Dicloxacillin
Oxytetracycline,Dicloxacillin
Tobramycin,Dicloxacillin
Hydrocodone,Dicloxacillin
Acenocoumarol,Dicloxacillin
Neomycin,Dicloxacillin
Gentamicin,Dicloxacillin
Warfarin,Dicloxacillin
Mycophenolate mofetil,Dicloxacillin
Methotrexate,Dicloxacillin
Kanamycin,Dicloxacillin
Streptomycin,Dicloxacillin
Saxagliptin,Dicloxacillin
Mycophenolic acid,Dicloxacillin
Demeclocycline,Dicloxacillin
Minocycline,Dicloxacillin
Picosulfuric acid,Dicloxacillin
Probenecid,Dicloxacillin
Ethosuximide,Nabilone
Meclizine,Nabilone
Zuclopenthixol,Nabilone
Fluphenazine,Nabilone
Nitrous oxide,Nabilone
Buprenorphine,Nabilone
Efavirenz,Nabilone
Ethotoin,Nabilone
Butylscopolamine,Nabilone
Clonidine,Nabilone
Orphenadrine,Nabilone
Terbutaline,Nabilone
Zopiclone,Nabilone
Zaleplon,Nabilone
Dobutamine,Nabilone
Flupentixol,Nabilone
Perphenazine,Nabilone
Pomalidomide,Nabilone
Chlorphentermine,Nabilone
Asenapine,Nabilone
Bromazepam,Nabilone
Entacapone,Nabilone
Acebutolol,Nabilone
Risperidone,Nabilone
Trifluoperazine,Nabilone
Isoflurane,Nabilone
Amoxapine,Nabilone
Oxycodone,Nabilone
Iloperidone,Nabilone
Desipramine,Nabilone
Aripiprazole,Nabilone
Metaxalone,Nabilone
Ketamine,Nabilone
Flibanserin,Nabilone
Ziconotide,Nabilone
gamma-Hydroxybutyric acid,Nabilone
Pentazocine,Nabilone
Labetalol,Nabilone
Fexofenadine,Nabilone
Quetiapine,Nabilone
Tasimelteon,Nabilone
Formoterol,Nabilone
Fosphenytoin,Nabilone
Tetrabenazine,Nabilone
Levocetirizine,Nabilone
Primidone,Nabilone
Oxazepam,Nabilone
Methotrimeprazine,Nabilone
Amobarbital,Nabilone
Isoprenaline,Nabilone
Hydroxyzine,Nabilone
Nortriptyline,Nabilone
Triazolam,Nabilone
Brompheniramine,Nabilone
Thioridazine,Nabilone
Dimenhydrinate,Nabilone
Levorphanol,Nabilone
Ezogabine,Nabilone
Levocabastine,Nabilone
Thiothixene,Nabilone
Nalbuphine,Nabilone
Naphazoline,Nabilone
Orciprenaline,Nabilone
Remifentanil,Nabilone
Thalidomide,Nabilone
Fentanyl,Nabilone
Felbamate,Nabilone
Stiripentol,Nabilone
Vigabatrin,Nabilone
Desflurane,Nabilone
Tizanidine,Nabilone
Carbamazepine,Nabilone
Pimozide,Nabilone
Levetiracetam,Nabilone
Haloperidol,Nabilone
Suvorexant,Nabilone
Sodium oxybate,Nabilone
Cocaine,Nabilone
Diazepam,Nabilone
Metaraminol,Nabilone
Oxymorphone,Nabilone
Benzphetamine,Nabilone
Trimipramine,Nabilone
Dopamine,Nabilone
Butorphanol,Nabilone
Estazolam,Nabilone
Buspirone,Nabilone
Phenmetrazine,Nabilone
Mephentermine,Nabilone
Tiagabine,Nabilone
Azelastine,Nabilone
Chlorpheniramine,Nabilone
Diphenhydramine,Nabilone
Brexpiprazole,Nabilone
Doxepin,Nabilone
Hydrocodone,Nabilone
Clomipramine,Nabilone
Guanfacine,Nabilone
Sevoflurane,Nabilone
Dantrolene,Nabilone
Alfentanil,Nabilone
Midazolam,Nabilone
Epinephrine,Nabilone
Methsuximide,Nabilone
Lurasidone,Nabilone
Fenoterol,Nabilone
Scopolamine,Nabilone
Clonazepam,Nabilone
Methoxamine,Nabilone
Clorazepic acid,Nabilone
Ethanol,Nabilone
Pizotifen,Nabilone
Lamotrigine,Nabilone
Maprotiline,Nabilone
Olopatadine,Nabilone
Perampanel,Nabilone
Salmeterol,Nabilone
Carbinoxamine,Nabilone
Paraldehyde,Nabilone
Nitrazepam,Nabilone
Paliperidone,Nabilone
Promethazine,Nabilone
Sufentanil,Nabilone
Desloratadine,Nabilone
Clenbuterol,Nabilone
Dexchlorpheniramine maleate,Nabilone
Ritodrine,Nabilone
Quazepam,Nabilone
Tapentadol,Nabilone
Oxymetazoline,Nabilone
Phenobarbital,Nabilone
Propofol,Nabilone
Flunarizine,Nabilone
Ramelteon,Nabilone
Cyclizine,Nabilone
Metamfetamine,Nabilone
Flurazepam,Nabilone
Pipotiazine,Nabilone
Gabapentin,Nabilone
Cyclobenzaprine,Nabilone
Gabapentin enacarbil,Nabilone
Zonisamide,Nabilone
Metamizole,Altretamine
Nortriptyline,Altretamine
Rasagiline,Altretamine
Isocarboxazid,Altretamine
Clomipramine,Altretamine
Selegiline,Altretamine
Moclobemide,Altretamine
Tofacitinib,Altretamine
Doxepin,Altretamine
Phenelzine,Altretamine
Procarbazine,Altretamine
Trimipramine,Altretamine
Amoxapine,Altretamine
Tacrolimus,Altretamine
Leflunomide,Altretamine
Roflumilast,Altretamine
Sipuleucel-T,Altretamine
Tranylcypromine,Altretamine
Desipramine,Altretamine
Denosumab,Altretamine
Floctafenine,Sotalol
Aluminum hydroxide,Sotalol
Bretylium,Sotalol
Heptabarbital,Sotalol
Fingolimod,Sotalol
Mepivacaine,Sotalol
Nicorandil,Sotalol
Ivabradine,Sotalol
Dipyridamole,Sotalol
Primidone,Sotalol
Lacosamide,Sotalol
Obinutuzumab,Sotalol
Magnesium hydroxide,Sotalol
Nifedipine,Sotalol
Tofacitinib,Sotalol
Magnesium oxide,Sotalol
Butobarbital,Sotalol
Diazoxide,Sotalol
Phenelzine,Sotalol
Calcium carbonate,Sotalol
Levodopa,Sotalol
Hexobarbital,Sotalol
Methacholine,Sotalol
Acetylcholine,Sotalol
Tadalafil,Sotalol
Orciprenaline,Sotalol
Rivastigmine,Sotalol
Tranylcypromine,Sotalol
Ruxolitinib,Sotalol
Sufentanil,Sotalol
Regorafenib,Sotalol
Chlorpropamide,Sotalol
Moxonidine,Sotalol
Vardenafil,Sotalol
Yohimbine,Sotalol
Amifostine,Sotalol
Pentoxifylline,Sotalol
Propafenone,Sotalol
Ceritinib,Sotalol
Sodium bicarbonate,Sotalol
Molsidomine,Sotalol
Acepromazine,Sotalol
Mifepristone,Sotalol
Rifampicin,Buspirone
Suvorexant,Buspirone
Chlormezanone,Buspirone
Triflupromazine,Buspirone
Telithromycin,Buspirone
Hydroxyzine,Buspirone
Granisetron,Buspirone
Chlorprothixene,Buspirone
Haloperidol,Buspirone
Sertraline,Buspirone
Benzquinamide,Buspirone
Dabrafenib,Buspirone
Ketoconazole,Buspirone
Posaconazole,Buspirone
Pimozide,Buspirone
Fencamfamin,Buspirone
Perampanel,Buspirone
Tedizolid phosphate,Buspirone
Mitotane,Buspirone
Methylene blue,Buspirone
Fluphenazine,Buspirone
Tranylcypromine,Buspirone
Ioflupane I-123,Buspirone
Fosaprepitant,Buspirone
Perphenazine,Buspirone
Ivacaftor,Buspirone
Isocarboxazid,Buspirone
Bosentan,Buspirone
Escitalopram,Buspirone
Amisulpride,Buspirone
Sertindole,Buspirone
Aprepitant,Buspirone
Paraldehyde,Buspirone
Minocycline,Buspirone
Hydrocodone,Buspirone
Verapamil,Buspirone
Itraconazole,Buspirone
Orphenadrine,Buspirone
Metyrosine,Buspirone
Netupitant,Buspirone
Metoclopramide,Buspirone
Acepromazine,Buspirone
Fluspirilene,Buspirone
Procarbazine,Buspirone
Risperidone,Buspirone
Dasatinib,Buspirone
Flupentixol,Buspirone
Mesoridazine,Buspirone
Ondansetron,Buspirone
Yohimbine,Buspirone
Rasagiline,Buspirone
Simeprevir,Buspirone
Luliconazole,Buspirone
Voriconazole,Buspirone
Selegiline,Buspirone
Linezolid,Buspirone
Deferasirox,Buspirone
Thiothixene,Buspirone
Buprenorphine,Buspirone
Paliperidone,Buspirone
Magnesium sulfate,Buspirone
Paroxetine,Buspirone
Tocilizumab,Buspirone
Rifabutin,Buspirone
Nefazodone,Buspirone
Thioridazine,Buspirone
Quetiapine,Buspirone
Carphenazine,Buspirone
Zuclopenthixol,Buspirone
Rifapentine,Buspirone
Tapentadol,Buspirone
Acetophenazine,Buspirone
Ethanol,Buspirone
Vortioxetine,Buspirone
Rufinamide,Buspirone
Thalidomide,Buspirone
Moclobemide,Buspirone
Trazodone,Buspirone
Mifepristone,Buspirone
Rotigotine,Buspirone
Trifluoperazine,Buspirone
Idelalisib,Buspirone
St. John's Wort,Buspirone
Aripiprazole,Buspirone
Vilazodone,Buspirone
Azelastine,Buspirone
Sodium oxybate,Buspirone
Dapoxetine,Buspirone
Molindone,Buspirone
Palbociclib,Buspirone
Phenelzine,Buspirone
Siltuximab,Buspirone
Fusidic acid,Buspirone
Stiripentol,Buspirone
Conivaptan,Buspirone
Methotrimeprazine,Buspirone
Clarithromycin,Buspirone
Paroxetine,Miglitol
Tranylcypromine,Miglitol
Oxandrolone,Miglitol
Stanolone,Miglitol
Acetylsalicylic acid,Miglitol
Trichlormethiazide,Miglitol
Testosterone,Miglitol
Phenelzine,Miglitol
Sparfloxacin,Miglitol
Sodium bicarbonate,Fosinopril
Sitagliptin,Fosinopril
Iron,Fosinopril
Acetylsalicylic acid,Fosinopril
Risperidone,Fosinopril
Icatibant,Fosinopril
Tizanidine,Fosinopril
Iron Dextran,Fosinopril
Nicorandil,Fosinopril
Magnesium hydroxide,Fosinopril
Lithium cation,Fosinopril
Yohimbine,Fosinopril
Phenelzine,Fosinopril
Sirolimus,Fosinopril
Pentoxifylline,Fosinopril
Heparin,Fosinopril
Heptabarbital,Fosinopril
Azathioprine,Fosinopril
Butobarbital,Fosinopril
Aliskiren,Fosinopril
Molsidomine,Fosinopril
Canagliflozin,Fosinopril
Sodium aurothiomalate,Fosinopril
Tranylcypromine,Fosinopril
Amifostine,Fosinopril
Moxonidine,Fosinopril
Aluminum hydroxide,Fosinopril
Levodopa,Fosinopril
Obinutuzumab,Fosinopril
Everolimus,Fosinopril
Aprotinin,Fosinopril
Hexobarbital,Fosinopril
Vardenafil,Fosinopril
Calcium carbonate,Fosinopril
Ciprofloxacin,Fosinopril
Magnesium oxide,Fosinopril
Tadalafil,Fosinopril
Sacubitril,Fosinopril
Eplerenone,Fosinopril
Dapoxetine,Fosinopril
Diazoxide,Fosinopril
Primidone,Fosinopril
Tolvaptan,Fosinopril
Temsirolimus,Fosinopril
Trichlormethiazide,Fosinopril
Drospirenone,Fosinopril
Warfarin,Cefotaxime
Probenecid,Cefotaxime
Kanamycin,Cefotaxime
Neomycin,Cefotaxime
Streptomycin,Cefotaxime
Tobramycin,Cefotaxime
Netilmicin,Cefotaxime
Arbekacin,Cefotaxime
Acenocoumarol,Cefotaxime
Picosulfuric acid,Cefotaxime
Gentamicin,Cefotaxime
Spectinomycin,Cefotaxime
Ribostamycin,Cefotaxime
Paroxetine,Entacapone
Azelastine,Entacapone
Hydroxyzine,Entacapone
Sodium oxybate,Entacapone
Perampanel,Entacapone
Phenelzine,Entacapone
Buprenorphine,Entacapone
Metyrosine,Entacapone
Hydrocodone,Entacapone
Paraldehyde,Entacapone
Rotigotine,Entacapone
Methotrimeprazine,Entacapone
Pipamperone,Entacapone
Suvorexant,Entacapone
Magnesium sulfate,Entacapone
Thalidomide,Entacapone
Ethanol,Entacapone
Tranylcypromine,Entacapone
Iron Dextran,Entacapone
Tizanidine,Entacapone
Orphenadrine,Entacapone
Minocycline,Entacapone
Aripiprazole,Entacapone
Tapentadol,Entacapone
Rufinamide,Entacapone
Darunavir,Zidovudine
Batimastat,Zidovudine
Amodiaquine,Zidovudine
Atazanavir,Zidovudine
Rifapentine,Zidovudine
Saquinavir,Zidovudine
Fosamprenavir,Zidovudine
Tipranavir,Zidovudine
Stavudine,Zidovudine
Isoflurophate,Zidovudine
Valaciclovir,Zidovudine
Teriflunomide,Zidovudine
Ribavirin,Zidovudine
Doxorubicin,Zidovudine
Metamizole,Zidovudine
Peginterferon beta-1a,Zidovudine
Simeprevir,Zidovudine
Probenecid,Zidovudine
Ritonavir,Zidovudine
Dexketoprofen,Zidovudine
Ganciclovir,Zidovudine
Clarithromycin,Zidovudine
Acyclovir,Zidovudine
Rifampicin,Zidovudine
Raltegravir,Zidovudine
Dabrafenib,Darifenacin
Trichlormethiazide,Darifenacin
Eliglustat,Darifenacin
Siltuximab,Darifenacin
Aripiprazole,Darifenacin
Idelalisib,Darifenacin
Tiotropium,Darifenacin
Aclidinium,Darifenacin
Ivacaftor,Darifenacin
Thioridazine,Darifenacin
Mirabegron,Darifenacin
Cimetropium,Darifenacin
Pramlintide,Darifenacin
Aprepitant,Darifenacin
Potassium chloride,Darifenacin
Conivaptan,Darifenacin
Palbociclib,Darifenacin
Nebivolol,Darifenacin
Deferasirox,Darifenacin
Stiripentol,Darifenacin
Propafenone,Darifenacin
Tocilizumab,Darifenacin
Fosaprepitant,Darifenacin
Fusidic acid,Darifenacin
Doxorubicin,Darifenacin
Bosentan,Darifenacin
Dasatinib,Darifenacin
Ramosetron,Darifenacin
Netupitant,Darifenacin
Luliconazole,Darifenacin
Eluxadoline,Darifenacin
Tamoxifen,Darifenacin
St. John's Wort,Darifenacin
Mitotane,Darifenacin
Mifepristone,Darifenacin
Simeprevir,Darifenacin
Itopride,Darifenacin
Mianserin,Darifenacin
Umeclidinium,Darifenacin
Fesoterodine,Darifenacin
Brexpiprazole,Darifenacin
Tedizolid phosphate,Oxycodone
Butorphanol,Oxycodone
Tranylcypromine,Oxycodone
Naltrexone,Oxycodone
Cathinone,Oxycodone
Posaconazole,Oxycodone
Telithromycin,Oxycodone
Bosentan,Oxycodone
Chlorothiazide,Oxycodone
Moclobemide,Oxycodone
Rifampicin,Oxycodone
Saquinavir,Oxycodone
Ivacaftor,Oxycodone
Ethanol,Oxycodone
Metolazone,Oxycodone
Selegiline,Oxycodone
Tienilic acid,Oxycodone
Alvimopan,Oxycodone
Ammonium chloride,Oxycodone
Isocarboxazid,Oxycodone
Orphenadrine,Oxycodone
Amiloride,Oxycodone
Methotrimeprazine,Oxycodone
Acetazolamide,Oxycodone
Clarithromycin,Oxycodone
Rasagiline,Oxycodone
Telaprevir,Oxycodone
Mitotane,Oxycodone
Darunavir,Oxycodone
Verapamil,Oxycodone
Minocycline,Oxycodone
Fosaprepitant,Oxycodone
Dabrafenib,Oxycodone
Siltuximab,Oxycodone
Stiripentol,Oxycodone
Rufinamide,Oxycodone
Aprepitant,Oxycodone
Ceritinib,Oxycodone
Linezolid,Oxycodone
Luliconazole,Oxycodone
Magnesium sulfate,Oxycodone
Cobicistat,Oxycodone
Hydroxyzine,Oxycodone
Delavirdine,Oxycodone
Procarbazine,Oxycodone
Perampanel,Oxycodone
Hydrocodone,Oxycodone
Hydrochlorothiazide,Oxycodone
Ketoconazole,Oxycodone
Indapamide,Oxycodone
Imatinib,Oxycodone
Dasatinib,Oxycodone
Boceprevir,Oxycodone
Tapentadol,Oxycodone
Bumetanide,Oxycodone
Ramosetron,Oxycodone
Metyrosine,Oxycodone
St. John's Wort,Oxycodone
Voriconazole,Oxycodone
Suvorexant,Oxycodone
Azelastine,Oxycodone
Atazanavir,Oxycodone
Isavuconazonium,Oxycodone
Sodium oxybate,Oxycodone
Palbociclib,Oxycodone
Nefazodone,Oxycodone
Paraldehyde,Oxycodone
Mifepristone,Oxycodone
Fusidic acid,Oxycodone
Furosemide,Oxycodone
Etacrynic acid,Oxycodone
Fosamprenavir,Oxycodone
Simeprevir,Oxycodone
Crizotinib,Oxycodone
Thalidomide,Oxycodone
Cyclothiazide,Oxycodone
Eluxadoline,Oxycodone
Phenelzine,Oxycodone
Deferasirox,Oxycodone
Dronedarone,Oxycodone
Paroxetine,Oxycodone
Ritonavir,Oxycodone
Acepromazine,Oxycodone
Idelalisib,Oxycodone
Trichlormethiazide,Oxycodone
Tocilizumab,Oxycodone
Rotigotine,Oxycodone
Conivaptan,Oxycodone
Hydroflumethiazide,Oxycodone
Nilotinib,Oxycodone
